,ROUTE,Number_of_Trips,Average_Actual_distance_to_destination,#source_states,#destination_states,destination_states,source_states,source_cities,route_type,destination_cities
1079,Sambalpur Bargarh Balangir Sonepur -- Bargarh Balangir Sonepur Sambalpur,4.0,135.75100795302322,1,1,Orissa,Orissa,Sambalpur Bargarh Balangir Sonepur,FTL,Bargarh Balangir Sonepur Sambalpur
1080,Bengaluru Vellore Ambur -- Bengaluru Vellore Ambur,4.0,249.89285596451208,2,2,Karnataka Tamil Nadu,Karnataka Tamil Nadu,Bengaluru Vellore Ambur,FTL,Bengaluru Vellore Ambur
1081,Del -- Gurgaon,4.0,49.08522746847631,1,1,Haryana,Delhi,Del,Carting,Gurgaon
1082,Naugchia -- Khagaria,4.0,59.57492394252474,1,1,Bihar,Bihar,Naugchia,FTL,Khagaria
1083,Bhiwandi -- Bengaluru,4.0,830.0937703947551,1,1,Karnataka,Maharashtra,Bhiwandi,FTL,Bengaluru
1084,Varanasi Jaunpur Azamgarh Saraimeer Shahganj -- Jaunpur Jalalpur Saraimeer Shahganj Badlapur,4.0,75.72165249197576,1,1,Uttar Pradesh,Uttar Pradesh,Varanasi Jaunpur Azamgarh Saraimeer Shahganj,FTL,Jaunpur Jalalpur Saraimeer Shahganj Badlapur
1085,Bengaluru -- Bengaluru,4.0,38.63729052659497,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1086,Bhiwandi -- Surat,4.0,207.60701478133748,1,1,Gujarat,Maharashtra,Bhiwandi,FTL,Surat
1087,Pune -- PNQ,4.0,13.554212716741507,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
1088,Kottayam Tiruvalla Haripad Alappuzha -- Tiruvalla Haripad Alappuzha Kottayam,4.0,65.23149371335445,1,1,Kerala,Kerala,Kottayam Tiruvalla Haripad Alappuzha,Carting,Tiruvalla Haripad Alappuzha Kottayam
1089,Gurgaon -- Hisar,4.0,143.50407051226503,1,1,Haryana,Haryana,Gurgaon,FTL,Hisar
1090,Delhi -- Gurgaon,4.0,37.22231170589598,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1091,Mangalore Manjeshwar Kanhangad -- Manjeshwar Kasaragod Mangalore,4.0,59.11190620659045,2,2,Kerala Karnataka,Karnataka Kerala,Mangalore Manjeshwar Kanhangad,FTL,Manjeshwar Kasaragod Mangalore
1092,Chennai -- Chennai,4.0,11.583927996758977,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1093,Bengaluru -- Bengaluru,4.0,42.13865119525725,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1094,Hyd Sangareddy -- Sangareddy Patancheru,4.0,38.52971560818595,1,1,Telangana,Telangana,Hyd Sangareddy,Carting,Sangareddy Patancheru
1095,Bengaluru -- Bengaluru,4.0,41.597134889949736,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1096,Bhubaneshwar -- Bhubaneshwar,4.0,9.068490552743107,1,1,Orissa,Orissa,Bhubaneshwar,Carting,Bhubaneshwar
1097,Hyderabad -- Hyderabad,4.0,34.903167783538976,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1098,Ahmedabad Surat -- Surat Pune,4.0,442.4873711825287,1,2,Gujarat Maharashtra,Gujarat,Ahmedabad Surat,FTL,Surat Pune
1099,Chennai -- Chennai,4.0,18.167078239298498,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1100,Mumbai -- Mumbai,4.0,9.16779685193916,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1101,Aluva Thrissur Vadakkencherry Pallakad -- Thrissur Vadakkencherry Pallakad Bengaluru,4.0,363.93074958164686,1,2,Kerala Karnataka,Kerala,Aluva Thrissur Vadakkencherry Pallakad,FTL,Thrissur Vadakkencherry Pallakad Bengaluru
1102,Chennai -- MAA,4.0,34.14939507150828,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
1103,Allahabad Kanpur -- Kanpur Gurgaon,4.0,470.47630719689863,1,2,Uttar Pradesh Haryana,Uttar Pradesh,Allahabad Kanpur,FTL,Kanpur Gurgaon
1104,Delhi -- Gurgaon,4.0,38.99977340134079,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1105,Delhi -- Sonipat,4.0,36.50991008391761,1,1,Haryana,Delhi,Delhi,Carting,Sonipat
1106,Delhi -- Gurgaon,4.0,54.98471070056718,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1107,Delhi -- Sonipat,4.0,35.79930562223551,1,1,Haryana,Delhi,Delhi,Carting,Sonipat
1108,Salem -- Salem,4.0,9.710916859569014,1,1,Tamil Nadu,Tamil Nadu,Salem,Carting,Salem
1109,CCU -- Kolkata,4.0,24.32830732855868,1,1,West Bengal,West Bengal,CCU,Carting,Kolkata
1110,Delhi -- Delhi,4.0,9.92922194637045,1,1,Delhi,Delhi,Delhi,Carting,Delhi
1111,Goa Central -- Central Goa,4.0,16.58028021730604,1,1,Goa,Goa,Goa Central,Carting,Central Goa
1112,Bengaluru Vellore Ambur -- Bengaluru Vellore Ambur,4.0,193.46387348725264,2,2,Karnataka Tamil Nadu,Karnataka Tamil Nadu,Bengaluru Vellore Ambur,FTL,Bengaluru Vellore Ambur
1113,Del -- Gurgaon,4.0,48.87372873225347,1,1,Haryana,Delhi,Del,Carting,Gurgaon
1114,Delhi -- Gurgaon,4.0,37.64123879482084,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1115,Hyderabad -- Hyderabad,4.0,26.928706113948188,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1116,Delhi -- Sonipat,4.0,36.01297105714256,1,1,Haryana,Delhi,Delhi,Carting,Sonipat
1117,Pune -- Pune,4.0,15.547456318713513,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
1118,Bengaluru HBR -- HBR Bengaluru,4.0,13.449522878817305,1,1,Karnataka,Karnataka,Bengaluru HBR,Carting,HBR Bengaluru
1119,Bengaluru Malur Bangarapet Bethamangala -- Malur Bangarapet Bethamangala Bengaluru,4.0,116.11783435755515,1,1,Karnataka,Karnataka,Bengaluru Malur Bangarapet Bethamangala,Carting,Malur Bangarapet Bethamangala Bengaluru
1120,Ahmedabad Surat -- Surat Bhiwandi,4.0,306.65742559304175,1,2,Gujarat Maharashtra,Gujarat,Ahmedabad Surat,FTL,Surat Bhiwandi
1121,Bengaluru -- Bengaluru,4.0,21.727307703566538,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1122,Bamangola Gangarampr Malda -- Balurghat Malda Bamangola Gangarmpur,4.0,64.4136719064791,1,1,West Bengal,West Bengal,Bamangola Gangarampr Malda,FTL,Balurghat Malda Bamangola Gangarmpur
1123,Gurgaon -- GZB,4.0,59.9498894741812,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,GZB
1124,Gurgaon -- Delhi,4.0,39.19334387280956,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1125,Blr -- Bengaluru,4.0,16.92201596485708,1,1,Karnataka,Karnataka,Blr,Carting,Bengaluru
1126,Del -- Gurgaon,4.0,48.66990526378003,1,1,Haryana,Delhi,Del,Carting,Gurgaon
1127,Del -- GZB,4.0,13.234207534961214,1,1,Uttar Pradesh,Delhi,Del,Carting,GZB
1128,Bhiwandi -- Bengaluru,4.0,830.0407891979684,1,1,Karnataka,Maharashtra,Bhiwandi,FTL,Bengaluru
1129,Gurgaon -- Noida,4.0,58.50179747006779,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Noida
1130,MAA -- Chennai,4.0,34.32616255074433,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
1131,Del -- Gurgaon,4.0,48.77382408929378,1,1,Haryana,Delhi,Del,Carting,Gurgaon
1132,Sonepur Hajipur -- Dighwara,4.0,16.960675791938012,1,1,Bihar,Bihar,Sonepur Hajipur,FTL,Dighwara
1133,Surat -- Surat,4.0,17.538460606016674,1,1,Gujarat,Gujarat,Surat,Carting,Surat
1134,Gurgaon -- Delhi,4.0,55.13509100412739,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1135,Kurnool JoguGadwal Raichur Wanaparthy -- JoguGadwal Raichur Kurnool Wanaparthy,4.0,178.24272700173753,3,3,Telangana Karnataka Andhra Pradesh,Andhra Pradesh Telangana Karnataka,Kurnool JoguGadwal Raichur Wanaparthy,FTL,JoguGadwal Raichur Kurnool Wanaparthy
1136,Vizag Chodavaram -- Chodavaram Visakhapatnam,4.0,60.554644937524856,1,1,Andhra Pradesh,Andhra Pradesh,Vizag Chodavaram,Carting,Chodavaram Visakhapatnam
1137,Surat -- Surat,4.0,23.316505019700344,1,1,Gujarat,Gujarat,Surat,Carting,Surat
1138,Bengaluru -- Bengaluru,4.0,32.12381568831308,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1139,PNQ Pune -- Pune PNQ,3.0,13.494695244581294,1,1,Maharashtra,Maharashtra,PNQ Pune,Carting,Pune PNQ
1140,Gurgaon -- GZB,3.0,59.64019605963207,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,GZB
1141,Bengaluru -- BLR,3.0,24.07584744522514,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
1142,Delhi Noida -- Kanpur Noida,3.0,385.60380966896423,2,1,Uttar Pradesh,Delhi Uttar Pradesh,Delhi Noida,FTL,Kanpur Noida
1143,Kabuganj Silchar Kolasib -- Kolasib Kabuganj Silchar,3.0,90.73194541589616,2,2,Mizoram Assam,Assam Mizoram,Kabuganj Silchar Kolasib,FTL,Kolasib Kabuganj Silchar
1144,Mumbai -- Mumbai,3.0,10.021977338211485,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1145,Aluva Guruvayoor -- Guruvayoor Edappal,3.0,61.96026826446944,1,1,Kerala,Kerala,Aluva Guruvayoor,FTL,Guruvayoor Edappal
1146,MAA Visakhapatnam Bhubaneshwar -- Visakhapatnam Bhubaneshwar Kolkata,3.0,1185.1037541593278,3,3,Andhra Pradesh Orissa West Bengal,Tamil Nadu Andhra Pradesh Orissa,MAA Visakhapatnam Bhubaneshwar,FTL,Visakhapatnam Bhubaneshwar Kolkata
1147,Bengaluru -- Bengaluru,3.0,42.18673440863517,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1148,Agra -- Delhi,3.0,170.04333092660826,1,1,Delhi,Uttar Pradesh,Agra,Carting,Delhi
1149,Gurgaon -- Noida,3.0,58.91584651223676,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Noida
1150,Bengaluru -- Tumkur,3.0,46.80941762787554,1,1,Karnataka,Karnataka,Bengaluru,Carting,Tumkur
1151,Kozhikode Tirurangadi -- Tirurangadi Malappuram,3.0,21.126598148310176,1,1,Kerala,Kerala,Kozhikode Tirurangadi,Carting,Tirurangadi Malappuram
1152,Bengaluru -- Bengaluru,3.0,39.752692409173214,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1153,Bhubaneshwar Jagatsghpr Paradip -- Jagatsghpr Paradip Kendrpara,3.0,59.289356959567705,1,1,Orissa,Orissa,Bhubaneshwar Jagatsghpr Paradip,FTL,Jagatsghpr Paradip Kendrpara
1154,Gurgaon -- Delhi,3.0,58.085908065520506,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1155,Panipat -- Sonipat,3.0,56.75074658355921,1,1,Haryana,Haryana,Panipat,FTL,Sonipat
1156,Bengaluru -- Bengaluru,3.0,44.57744738480326,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1157,Gurgaon -- Delhi,3.0,39.015544417026966,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1158,Gurgaon -- Delhi,3.0,54.8227925689988,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1159,MAA Vellore Ranipet Sholinghur -- Vellore Ranipet Sholinghur MAA,3.0,175.56081187503034,1,1,Tamil Nadu,Tamil Nadu,MAA Vellore Ranipet Sholinghur,FTL,Vellore Ranipet Sholinghur MAA
1160,GGN -- Gurgaon,3.0,29.5829173803119,1,1,Haryana,Haryana,GGN,Carting,Gurgaon
1161,Del -- Noida,3.0,10.563646295716731,1,1,Uttar Pradesh,Delhi,Del,Carting,Noida
1162,Kolkata Dhulian -- Malda Kolkata,3.0,401.81753161241494,1,1,West Bengal,West Bengal,Kolkata Dhulian,FTL,Malda Kolkata
1163,Delhi -- Gurgaon,3.0,57.97368588549432,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1164,Delhi -- Gurgaon,3.0,54.97303485091288,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1165,nan Hathras Aligarh -- Hathras Aligarh nan,3.0,121.36479713082592,1,1,Uttar Pradesh nan,nan Uttar Pradesh,nan Hathras Aligarh,FTL,Hathras Aligarh nan
1166,Aurangabad -- Pune,3.0,203.30117966793912,1,1,Maharashtra,Maharashtra,Aurangabad,FTL,Pune
1167,Chennai -- MAA,3.0,34.51425288640283,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
1168,Ahmedabad Surat -- Surat Pune,3.0,492.5653940616467,1,2,Gujarat Maharashtra,Gujarat,Ahmedabad Surat,FTL,Surat Pune
1169,Hyderabad Pune -- Pune Bhiwandi,3.0,615.3820008183333,2,1,Maharashtra,Telangana Maharashtra,Hyderabad Pune,FTL,Pune Bhiwandi
1170,Bhadohi Gopiganj -- Gopiganj Mirzapur,3.0,18.636077676662993,1,1,Uttar Pradesh,Uttar Pradesh,Bhadohi Gopiganj,FTL,Gopiganj Mirzapur
1171,Del -- Noida,3.0,10.250458804461815,1,1,Uttar Pradesh,Delhi,Del,Carting,Noida
1172,Delhi -- Gurgaon,3.0,35.58819771343244,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1173,Hisar Ratia -- Hisar Ratia Fatehabad,3.0,80.5575879467426,1,1,Haryana,Haryana,Hisar Ratia,FTL,Hisar Ratia Fatehabad
1174,Bhiwadi Narnaul Rewari -- Neemrana Rewari Dharuhera,3.0,135.26511148451763,2,2,Rajasthan Haryana,Rajasthan Haryana,Bhiwadi Narnaul Rewari,FTL,Neemrana Rewari Dharuhera
1175,Manjhaul -- Barauni,3.0,15.801812323301524,1,1,Bihar,Bihar,Manjhaul,FTL,Barauni
1176,Chennai -- MAA,3.0,34.15024756346063,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
1177,Mangalore Kumta Ankola Uchila Honnavar -- Uchila Ankola Goa Kundapura Kumta,3.0,120.9903086835538,1,2,Karnataka Goa,Karnataka,Mangalore Kumta Ankola Uchila Honnavar,FTL,Uchila Ankola Goa Kundapura Kumta
1178,Jaipur Ajmer Pali Jodhpur Piparcity nan -- Ajmer Pali Jodhpur Piparcity nan Jaipur,3.0,628.2459058114405,1,1,Rajasthan nan,Rajasthan nan,Jaipur Ajmer Pali Jodhpur Piparcity nan,FTL,Ajmer Pali Jodhpur Piparcity nan Jaipur
1179,Kanpur -- Delhi,3.0,382.43381201469134,1,1,Delhi,Uttar Pradesh,Kanpur,FTL,Delhi
1180,Surat -- Surat,3.0,14.690993255644194,1,1,Gujarat,Gujarat,Surat,Carting,Surat
1181,Delhi -- Gurgaon,3.0,38.98024959379808,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1182,Hisar Hanumangarh Sirsa Ganga -- Hanumangarh Ganga Hisar Sirsa,3.0,256.943198155528,2,2,Rajasthan Haryana,Haryana Rajasthan,Hisar Hanumangarh Sirsa Ganga,FTL,Hanumangarh Ganga Hisar Sirsa
1183,Hyderabad -- Hyderabad,3.0,27.63169775342368,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1184,nan Delhi -- Mainpuri Agra,3.0,314.6389054422131,1,1,Uttar Pradesh,nan Delhi,nan Delhi,FTL,Mainpuri Agra
1185,Hyderabad Pune -- Pune Bhiwandi,3.0,614.6622764134349,2,1,Maharashtra,Telangana Maharashtra,Hyderabad Pune,FTL,Pune Bhiwandi
1186,Pune -- Pune,3.0,16.13498594829901,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
1187,Jaipur -- Jaipur,3.0,10.094837015174267,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
1188,Ranchi Phusro Bokaro Peterbar -- Phusro Bokaro Peterbar Ranchi,3.0,153.38595042861695,1,1,Jharkhand,Jharkhand,Ranchi Phusro Bokaro Peterbar,FTL,Phusro Bokaro Peterbar Ranchi
1189,Chennai -- Chennai,3.0,12.517414883889595,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1190,Gurgaon -- Ghaziabad,3.0,73.06987221529342,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Ghaziabad
1191,Mumbai -- Bhiwandi,3.0,16.153642473542252,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
1192,Chandigarh -- Chandigarh,3.0,32.04804415070228,1,1,Punjab,Chandigarh,Chandigarh,Carting,Chandigarh
1193,Delhi -- Ghaziabad,3.0,35.33445166657642,1,1,Uttar Pradesh,Delhi,Delhi,Carting,Ghaziabad
1194,Kanpur -- Gurgaon,3.0,382.89147693200533,1,1,Haryana,Uttar Pradesh,Kanpur,FTL,Gurgaon
1195,Delhi NOI -- NOI Delhi,3.0,42.122638413210375,1,1,Delhi,Delhi,Delhi NOI,Carting,NOI Delhi
1196,Trivandrum -- Trivandrum,3.0,9.43895471842759,1,1,Kerala,Kerala,Trivandrum,Carting,Trivandrum
1197,Sonipat Kurukshetra Pehowa Kaithal Safidon -- Kurukshetra Pehowa Kaithal Assandh Sonipat,3.0,175.5704155996291,1,1,Haryana,Haryana,Sonipat Kurukshetra Pehowa Kaithal Safidon,FTL,Kurukshetra Pehowa Kaithal Assandh Sonipat
1198,Bengaluru -- Bengaluru,3.0,39.831963740210206,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1199,Bhiwandi -- Mumbai,3.0,21.66116420497882,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1200,Dalkhola Islampure -- Islampure Lodhan,3.0,32.059204913569225,1,1,West Bengal,West Bengal,Dalkhola Islampure,FTL,Islampure Lodhan
1201,Bengaluru -- Bengaluru,3.0,20.913149064871106,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1202,PNQ -- Pune,3.0,21.905353204231833,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
1203,Delhi Gurgaon Meham Hansi -- Gurgaon Meham Hansi Hisar,3.0,180.22180931673992,2,1,Haryana,Delhi Haryana,Delhi Gurgaon Meham Hansi,FTL,Gurgaon Meham Hansi Hisar
1204,Bengaluru -- Bengaluru,3.0,38.957976368879464,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1205,Chennai -- MAA,3.0,25.08394723692102,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
1206,Hisar -- Gurgaon,3.0,143.2976486639706,1,1,Haryana,Haryana,Hisar,FTL,Gurgaon
1207,Surat -- Bengaluru,3.0,1015.0162924007064,1,1,Karnataka,Gujarat,Surat,FTL,Bengaluru
1208,Vijayawada -- Ongole,3.0,122.41586388154599,1,1,Andhra Pradesh,Andhra Pradesh,Vijayawada,FTL,Ongole
1209,Pune Hubli -- Hubli Bengaluru,3.0,631.164869899478,2,1,Karnataka,Maharashtra Karnataka,Pune Hubli,FTL,Hubli Bengaluru
1210,Del -- Delhi,3.0,17.983459271783044,1,1,Delhi,Delhi,Del,Carting,Delhi
1211,Gurgaon -- Bengaluru,3.0,1687.8792958026036,1,1,Karnataka,Haryana,Gurgaon,FTL,Bengaluru
1212,GZB -- Ghaziabad,3.0,9.142517071810346,1,1,Uttar Pradesh,Uttar Pradesh,GZB,Carting,Ghaziabad
1213,Hisar Bhadra -- Rawatsar Nohar Sidhmukh,3.0,127.6447994321976,2,1,Rajasthan,Haryana Rajasthan,Hisar Bhadra,FTL,Rawatsar Nohar Sidhmukh
1214,Naugarh -- Bansi,3.0,18.275400392198616,1,1,Uttar Pradesh,Uttar Pradesh,Naugarh,Carting,Bansi
1215,Kolkata -- Kolkata,3.0,19.64707212518033,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
1216,Vapi -- Silvassa,3.0,14.419865474801313,1,1,Dadra and Nagar Haveli,Gujarat,Vapi,Carting,Silvassa
1217,Delhi Kanpur -- Kanpur Allahabad,3.0,564.4343979486263,2,1,Uttar Pradesh,Delhi Uttar Pradesh,Delhi Kanpur,FTL,Kanpur Allahabad
1218,Gurgaon Dholpur Jhansi Gwalior -- Dholpur Gwalior Lalitpur Datia,3.0,318.03863308105156,4,3,Rajasthan Madhya Pradesh Uttar Pradesh,Haryana Rajasthan Uttar Pradesh Madhya Pradesh,Gurgaon Dholpur Jhansi Gwalior,FTL,Dholpur Gwalior Lalitpur Datia
1219,Hyderabad -- Hyderabad,3.0,9.33595924037968,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1220,Varanasi MughalSarai Chandauli -- MughalSarai Chandauli Aunrihar,3.0,58.785665693987454,1,1,Uttar Pradesh,Uttar Pradesh,Varanasi MughalSarai Chandauli,Carting,MughalSarai Chandauli Aunrihar
1221,PNQ -- Pune,3.0,21.672200763577425,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
1222,Jaipur -- Jaipur,3.0,11.482489392137902,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
1223,Bengaluru -- Bengaluru,3.0,29.428379100500496,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1224,Mirik Darjeeling -- Darjeeling Kurseong,3.0,32.81766776742658,1,1,West Bengal,West Bengal,Mirik Darjeeling,FTL,Darjeeling Kurseong
1225,Pune Bhiwandi -- Bhiwandi Ahmedabad,3.0,478.1779322377309,1,2,Maharashtra Gujarat,Maharashtra,Pune Bhiwandi,FTL,Bhiwandi Ahmedabad
1226,Delhi -- Gurgaon,3.0,46.17774452888728,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1227,Sonipat Roorkee Haridwar Rishikesh -- Roorkee Haridwar Rishikesh Sonipat,3.0,345.2750343686437,2,2,Uttarakhand Haryana,Haryana Uttarakhand,Sonipat Roorkee Haridwar Rishikesh,FTL,Roorkee Haridwar Rishikesh Sonipat
1228,Raichur Manvi Sindhanur -- Manvi Sindhanur Siruguppa,3.0,52.918241789642906,1,1,Karnataka,Karnataka,Raichur Manvi Sindhanur,Carting,Manvi Sindhanur Siruguppa
1229,Bengaluru -- Bengaluru,3.0,39.471865302528236,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1230,Tezpur Bomdila Balipara -- Bhalukpong Tezpur Balipara,2.0,83.3223377451548,2,2,Arunachal Pradesh Assam,Assam Arunachal Pradesh,Tezpur Bomdila Balipara,Carting,Bhalukpong Tezpur Balipara
1231,Hyd Ghatkesar -- Ghatkesar Hyderabad,2.0,24.065558988977152,1,1,Telangana,Telangana,Hyd Ghatkesar,Carting,Ghatkesar Hyderabad
1232,Gurgaon -- Kanpur,2.0,383.8382884242769,1,1,Uttar Pradesh,Haryana,Gurgaon,FTL,Kanpur
1233,Bengaluru -- Bengaluru,2.0,9.178345046414847,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1234,Nanded Loha Gangakher Parli Ambajogai -- Loha Gangakher Parli Ambajogai Pune,2.0,252.9498378271157,1,1,Maharashtra,Maharashtra,Nanded Loha Gangakher Parli Ambajogai,FTL,Loha Gangakher Parli Ambajogai Pune
1235,MAA Vellore Ranipet Sholinghur -- Vellore MAA Ranipet Sholinghur,2.0,175.89124933909463,1,1,Tamil Nadu,Tamil Nadu,MAA Vellore Ranipet Sholinghur,FTL,Vellore MAA Ranipet Sholinghur
1236,Bengaluru Gurgaon -- Gurgaon Chandigarh,2.0,1939.9751424547335,2,2,Haryana Punjab,Karnataka Haryana,Bengaluru Gurgaon,FTL,Gurgaon Chandigarh
1237,Del -- Sonipat,2.0,41.1147663495351,1,1,Haryana,Delhi,Del,Carting,Sonipat
1238,Delhi -- Sonipat,2.0,36.052860102882306,1,1,Haryana,Delhi,Delhi,Carting,Sonipat
1239,CCU -- CCU,2.0,10.815284624906688,1,1,West Bengal,West Bengal,CCU,Carting,CCU
1240,Faridabad -- Gurgaon,2.0,45.78255586761333,1,1,Haryana,Haryana,Faridabad,Carting,Gurgaon
1241,Bengaluru -- Bengaluru,2.0,28.231015572998576,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1242,Panipat Sonipat -- Sonipat Panipat,2.0,87.46848321975503,1,1,Haryana,Haryana,Panipat Sonipat,FTL,Sonipat Panipat
1243,Mumbai -- Mumbai,2.0,16.22582086321526,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1244,Ahmedabad -- Gurgaon,2.0,735.3205651909968,1,1,Haryana,Gujarat,Ahmedabad,FTL,Gurgaon
1245,Vapi Bhilad -- Bhilad Vapi,2.0,26.22944651778433,1,1,Gujarat,Gujarat,Vapi Bhilad,Carting,Bhilad Vapi
1246,Pachore Shajapur nan Bhopal Narsinghgarh -- Shajapur nan Bhopal Narsinghgarh Pachore Shujalpur,2.0,193.67809481543236,1,1,Madhya Pradesh nan,Madhya Pradesh nan,Pachore Shajapur nan Bhopal Narsinghgarh,FTL,Shajapur nan Bhopal Narsinghgarh Pachore Shujalpur
1247,Gurgaon -- Delhi,2.0,39.46617159754767,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1248,Sonipat Gajraula Rampur Amroha -- Gajraula Rampur Amroha Sonipat,2.0,371.0167076457483,2,2,Uttar Pradesh Haryana,Haryana Uttar Pradesh,Sonipat Gajraula Rampur Amroha,FTL,Gajraula Rampur Amroha Sonipat
1249,Gurgaon -- GZB,2.0,59.67550703575264,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,GZB
1250,Gurgaon -- Noida,2.0,59.04213337703972,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Noida
1251,Gurgaon -- Delhi,2.0,57.82898554063356,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1252,Jaipur -- Jaipur,2.0,12.288473923799941,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
1253,Sonipat Muzaffrngr Deoband Dehradun -- Muzaffrngr Deoband Dehradun Sonipat,2.0,360.0402357820366,3,3,Uttar Pradesh Uttarakhand Haryana,Haryana Uttar Pradesh Uttarakhand,Sonipat Muzaffrngr Deoband Dehradun,FTL,Muzaffrngr Deoband Dehradun Sonipat
1254,Ghaziabad -- GZB,2.0,9.901043645467091,1,1,Uttar Pradesh,Uttar Pradesh,Ghaziabad,Carting,GZB
1255,Bengaluru Hubli -- Hubli Bhiwandi,2.0,841.7842824106006,1,2,Karnataka Maharashtra,Karnataka,Bengaluru Hubli,FTL,Hubli Bhiwandi
1256,Muktsar Jalalabad Fazilka -- Jalalabad Fazilka Muktsar,2.0,82.80223174640925,1,1,Punjab,Punjab,Muktsar Jalalabad Fazilka,FTL,Jalalabad Fazilka Muktsar
1257,Anantapur Tadipatri Proddatur Cuddapah Badvel -- Tadipatri Proddatur Cuddapah Badvel Anantapur,2.0,348.01777999640524,1,1,Andhra Pradesh,Andhra Pradesh,Anantapur Tadipatri Proddatur Cuddapah Badvel,FTL,Tadipatri Proddatur Cuddapah Badvel Anantapur
1258,Bhiwandi -- Mumbai,2.0,15.363159008619212,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1259,Aligarh Kasganj -- Kasganj Aligarh,2.0,87.28140651490506,1,1,Uttar Pradesh,Uttar Pradesh,Aligarh Kasganj,FTL,Kasganj Aligarh
1260,Bhiwandi -- Hyderabad,2.0,608.0159194302191,1,1,Telangana,Maharashtra,Bhiwandi,FTL,Hyderabad
